order_id,order_date,store_id,product_id,product_name,category,quantity,unit_price,discount_amount,sales_amount,payment_method,customer_type
ORD20251118012170,2025-11-18,S009,P003,Cold Brew,Beverage,1,5800,580,5220,Mobile Pay,Member
ORD20251118012171,2025-11-18,S009,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Member
ORD20251118012172,2025-11-18,S009,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Guest
ORD20251118012173,2025-11-18,S009,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251118012174,2025-11-18,S009,P005,Butter Croissant,Bakery,1,4200,420,3780,Credit Card,Member
ORD20251118012175,2025-11-18,S009,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251118012176,2025-11-18,S009,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Guest
ORD20251118012177,2025-11-18,S009,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251118012178,2025-11-18,S009,P002,Cafe Latte,Beverage,2,5200,0,10400,Credit Card,Guest
ORD20251118012179,2025-11-18,S010,P007,Red Bean Bun,Bakery,1,3500,525,2975,Cash,Member
ORD20251118012180,2025-11-18,S010,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Member
ORD20251118012181,2025-11-18,S010,P001,Americano,Beverage,1,4500,450,4050,Mobile Pay,Member
ORD20251118012182,2025-11-18,S010,P006,Salt Bread,Bakery,1,3800,0,3800,Cash,Guest
ORD20251118012183,2025-11-18,S010,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Guest
ORD20251118012184,2025-11-18,S010,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Guest
ORD20251118012185,2025-11-18,S010,P001,Americano,Beverage,1,4500,675,3825,Credit Card,Member
ORD20251118012186,2025-11-18,S010,P003,Cold Brew,Beverage,2,5800,0,11600,Mobile Pay,Guest
ORD20251118012187,2025-11-18,S010,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251118012188,2025-11-18,S010,P001,Americano,Beverage,1,4500,450,4050,Mobile Pay,Member
ORD20251118012189,2025-11-18,S010,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Guest
ORD20251118012190,2025-11-18,S011,P006,Salt Bread,Bakery,2,3800,0,7600,Mobile Pay,Member
ORD20251118012191,2025-11-18,S011,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Mobile Pay,Guest
ORD20251118012192,2025-11-18,S011,P007,Red Bean Bun,Bakery,1,3500,0,3500,Mobile Pay,Member
ORD20251118012193,2025-11-18,S011,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251118012194,2025-11-18,S011,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Guest
ORD20251118012195,2025-11-18,S011,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251118012196,2025-11-18,S011,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251118012197,2025-11-18,S011,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251118012198,2025-11-18,S012,P001,Americano,Beverage,2,4500,0,9000,Mobile Pay,Member
ORD20251118012199,2025-11-18,S012,P001,Americano,Beverage,1,4500,675,3825,Mobile Pay,Member
ORD20251118012200,2025-11-18,S012,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251118012201,2025-11-18,S012,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251118012202,2025-11-18,S012,P009,Tiramisu,Dessert,2,7200,0,14400,Credit Card,Guest
ORD20251118012203,2025-11-18,S012,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Mobile Pay,Guest
ORD20251118012204,2025-11-18,S012,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Guest
ORD20251119012205,2025-11-19,S001,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251119012206,2025-11-19,S001,P002,Cafe Latte,Beverage,1,5200,780,4420,Credit Card,Guest
ORD20251119012207,2025-11-19,S001,P006,Salt Bread,Bakery,1,3800,380,3420,Mobile Pay,Member
ORD20251119012208,2025-11-19,S001,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251119012209,2025-11-19,S001,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251119012210,2025-11-19,S001,P001,Americano,Beverage,2,4500,900,8100,Mobile Pay,Member
ORD20251119012211,2025-11-19,S001,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Member
ORD20251119012212,2025-11-19,S001,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251119012213,2025-11-19,S001,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251119012214,2025-11-19,S001,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Guest
ORD20251119012215,2025-11-19,S001,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Guest
ORD20251119012216,2025-11-19,S002,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251119012217,2025-11-19,S002,P006,Salt Bread,Bakery,2,3800,0,7600,Mobile Pay,Member
ORD20251119012218,2025-11-19,S002,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251119012219,2025-11-19,S002,P009,Tiramisu,Dessert,1,7200,0,7200,Cash,Guest
ORD20251119012220,2025-11-19,S002,P007,Red Bean Bun,Bakery,1,3500,0,3500,Cash,Member
ORD20251119012221,2025-11-19,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251119012222,2025-11-19,S002,P001,Americano,Beverage,1,4500,450,4050,Mobile Pay,Member
ORD20251119012223,2025-11-19,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251119012224,2025-11-19,S002,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251119012225,2025-11-19,S002,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Member
ORD20251119012226,2025-11-19,S002,P007,Red Bean Bun,Bakery,2,3500,0,7000,Credit Card,Member
ORD20251119012227,2025-11-19,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251119012228,2025-11-19,S003,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Guest
ORD20251119012229,2025-11-19,S003,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Guest
ORD20251119012230,2025-11-19,S003,P006,Salt Bread,Bakery,2,3800,0,7600,Mobile Pay,Member
ORD20251119012231,2025-11-19,S003,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Member
ORD20251119012232,2025-11-19,S003,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Member
ORD20251119012233,2025-11-19,S003,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251119012234,2025-11-19,S003,P001,Americano,Beverage,2,4500,0,9000,Cash,Guest
ORD20251119012235,2025-11-19,S003,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Mobile Pay,Guest
ORD20251119012236,2025-11-19,S003,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251119012237,2025-11-19,S004,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Guest
ORD20251119012238,2025-11-19,S004,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Member
ORD20251119012239,2025-11-19,S004,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Member
ORD20251119012240,2025-11-19,S004,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Guest
ORD20251119012241,2025-11-19,S004,P005,Butter Croissant,Bakery,1,4200,420,3780,Credit Card,Member
ORD20251119012242,2025-11-19,S004,P006,Salt Bread,Bakery,1,3800,570,3230,Credit Card,Guest
ORD20251119012243,2025-11-19,S004,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Member
ORD20251119012244,2025-11-19,S004,P001,Americano,Beverage,1,4500,450,4050,Cash,Member
ORD20251119012245,2025-11-19,S004,P002,Cafe Latte,Beverage,1,5200,520,4680,Mobile Pay,Member
ORD20251119012246,2025-11-19,S004,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Member
ORD20251119012247,2025-11-19,S005,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251119012248,2025-11-19,S005,P005,Butter Croissant,Bakery,2,4200,0,8400,Credit Card,Member
ORD20251119012249,2025-11-19,S005,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Member
ORD20251119012250,2025-11-19,S005,P004,Strawberry Ade,Beverage,1,6500,650,5850,Credit Card,Member
ORD20251119012251,2025-11-19,S005,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Member
ORD20251119012252,2025-11-19,S005,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Guest
ORD20251119012253,2025-11-19,S005,P007,Red Bean Bun,Bakery,1,3500,0,3500,Credit Card,Guest
ORD20251119012254,2025-11-19,S005,P001,Americano,Beverage,1,4500,675,3825,Mobile Pay,Guest
ORD20251119012255,2025-11-19,S006,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251119012256,2025-11-19,S006,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251119012257,2025-11-19,S006,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251119012258,2025-11-19,S006,P005,Butter Croissant,Bakery,2,4200,0,8400,Mobile Pay,Member
ORD20251119012259,2025-11-19,S006,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Member
ORD20251119012260,2025-11-19,S006,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Guest
ORD20251119012261,2025-11-19,S006,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Member
ORD20251119012262,2025-11-19,S006,P006,Salt Bread,Bakery,2,3800,0,7600,Credit Card,Member
ORD20251119012263,2025-11-19,S006,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251119012264,2025-11-19,S007,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Member
ORD20251119012265,2025-11-19,S007,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251119012266,2025-11-19,S007,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Member
ORD20251119012267,2025-11-19,S007,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251119012268,2025-11-19,S007,P009,Tiramisu,Dessert,1,7200,0,7200,Credit Card,Guest
ORD20251119012269,2025-11-19,S007,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251119012270,2025-11-19,S007,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Cash,Member
ORD20251119012271,2025-11-19,S008,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251119012272,2025-11-19,S008,P008,Basque Cheesecake,Dessert,1,6900,1035,5865,Credit Card,Member
ORD20251119012273,2025-11-19,S008,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Credit Card,Guest
ORD20251119012274,2025-11-19,S008,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Guest
ORD20251119012275,2025-11-19,S008,P005,Butter Croissant,Bakery,1,4200,420,3780,Mobile Pay,Member
ORD20251119012276,2025-11-19,S008,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251119012277,2025-11-19,S008,P006,Salt Bread,Bakery,1,3800,380,3420,Credit Card,Member
ORD20251119012278,2025-11-19,S008,P007,Red Bean Bun,Bakery,1,3500,0,3500,Cash,Guest
ORD20251119012279,2025-11-19,S009,P004,Strawberry Ade,Beverage,1,6500,975,5525,Mobile Pay,Guest
ORD20251119012280,2025-11-19,S009,P005,Butter Croissant,Bakery,1,4200,420,3780,Cash,Member
ORD20251119012281,2025-11-19,S009,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251119012282,2025-11-19,S009,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Member
ORD20251119012283,2025-11-19,S009,P007,Red Bean Bun,Bakery,1,3500,0,3500,Mobile Pay,Guest
ORD20251119012284,2025-11-19,S009,P001,Americano,Beverage,1,4500,675,3825,Mobile Pay,Member
ORD20251119012285,2025-11-19,S009,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251119012286,2025-11-19,S009,P003,Cold Brew,Beverage,1,5800,870,4930,Mobile Pay,Member
ORD20251119012287,2025-11-19,S009,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Guest
ORD20251119012288,2025-11-19,S009,P003,Cold Brew,Beverage,1,5800,580,5220,Credit Card,Member
ORD20251119012289,2025-11-19,S009,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Guest
ORD20251119012290,2025-11-19,S009,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Member
ORD20251119012291,2025-11-19,S010,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251119012292,2025-11-19,S010,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Guest
ORD20251119012293,2025-11-19,S010,P002,Cafe Latte,Beverage,1,5200,780,4420,Mobile Pay,Guest
ORD20251119012294,2025-11-19,S010,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Guest
ORD20251119012295,2025-11-19,S010,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251119012296,2025-11-19,S010,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Member
ORD20251119012297,2025-11-19,S010,P009,Tiramisu,Dessert,1,7200,0,7200,Credit Card,Member
ORD20251119012298,2025-11-19,S010,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251119012299,2025-11-19,S011,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Member
ORD20251119012300,2025-11-19,S011,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251119012301,2025-11-19,S011,P006,Salt Bread,Bakery,1,3800,380,3420,Cash,Member
ORD20251119012302,2025-11-19,S011,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Member
ORD20251119012303,2025-11-19,S011,P003,Cold Brew,Beverage,2,5800,0,11600,Mobile Pay,Member
ORD20251119012304,2025-11-19,S011,P001,Americano,Beverage,2,4500,1350,7650,Credit Card,Member
ORD20251119012305,2025-11-19,S011,P002,Cafe Latte,Beverage,2,5200,0,10400,Mobile Pay,Member
ORD20251119012306,2025-11-19,S011,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Member
ORD20251119012307,2025-11-19,S011,P009,Tiramisu,Dessert,1,7200,1080,6120,Mobile Pay,Guest
ORD20251119012308,2025-11-19,S012,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Cash,Guest
ORD20251119012309,2025-11-19,S012,P001,Americano,Beverage,2,4500,0,9000,Mobile Pay,Guest
ORD20251119012310,2025-11-19,S012,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Member
ORD20251119012311,2025-11-19,S012,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251119012312,2025-11-19,S012,P007,Red Bean Bun,Bakery,1,3500,0,3500,Credit Card,Guest
ORD20251119012313,2025-11-19,S012,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Member
ORD20251119012314,2025-11-19,S012,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251119012315,2025-11-19,S012,P006,Salt Bread,Bakery,1,3800,570,3230,Mobile Pay,Member
ORD20251120012316,2025-11-20,S001,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Member
ORD20251120012317,2025-11-20,S001,P007,Red Bean Bun,Bakery,1,3500,0,3500,Mobile Pay,Guest
ORD20251120012318,2025-11-20,S001,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Member
ORD20251120012319,2025-11-20,S001,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251120012320,2025-11-20,S001,P004,Strawberry Ade,Beverage,2,6500,0,13000,Credit Card,Member
ORD20251120012321,2025-11-20,S001,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Member
ORD20251120012322,2025-11-20,S001,P008,Basque Cheesecake,Dessert,1,6900,690,6210,Credit Card,Member
ORD20251120012323,2025-11-20,S001,P003,Cold Brew,Beverage,1,5800,580,5220,Credit Card,Member
ORD20251120012324,2025-11-20,S001,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251120012325,2025-11-20,S001,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Guest
ORD20251120012326,2025-11-20,S001,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251120012327,2025-11-20,S001,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251120012328,2025-11-20,S001,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Guest
ORD20251120012329,2025-11-20,S002,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251120012330,2025-11-20,S002,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Member
ORD20251120012331,2025-11-20,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251120012332,2025-11-20,S002,P009,Tiramisu,Dessert,1,7200,0,7200,Mobile Pay,Guest
ORD20251120012333,2025-11-20,S002,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Guest
ORD20251120012334,2025-11-20,S002,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Guest
ORD20251120012335,2025-11-20,S002,P002,Cafe Latte,Beverage,1,5200,520,4680,Mobile Pay,Member
ORD20251120012336,2025-11-20,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Member
ORD20251120012337,2025-11-20,S002,P007,Red Bean Bun,Bakery,1,3500,350,3150,Credit Card,Member
ORD20251120012338,2025-11-20,S002,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251120012339,2025-11-20,S002,P004,Strawberry Ade,Beverage,1,6500,650,5850,Mobile Pay,Member
ORD20251120012340,2025-11-20,S003,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251120012341,2025-11-20,S003,P001,Americano,Beverage,1,4500,450,4050,Credit Card,Member
ORD20251120012342,2025-11-20,S003,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Guest
ORD20251120012343,2025-11-20,S003,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Member
ORD20251120012344,2025-11-20,S003,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251120012345,2025-11-20,S003,P001,Americano,Beverage,1,4500,450,4050,Mobile Pay,Member
ORD20251120012346,2025-11-20,S003,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Guest
ORD20251120012347,2025-11-20,S003,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Guest
ORD20251120012348,2025-11-20,S004,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251120012349,2025-11-20,S004,P006,Salt Bread,Bakery,1,3800,570,3230,Credit Card,Guest
ORD20251120012350,2025-11-20,S004,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251120012351,2025-11-20,S004,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251120012352,2025-11-20,S004,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Member
ORD20251120012353,2025-11-20,S004,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251120012354,2025-11-20,S004,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251120012355,2025-11-20,S004,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251120012356,2025-11-20,S005,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Guest
ORD20251120012357,2025-11-20,S005,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251120012358,2025-11-20,S005,P006,Salt Bread,Bakery,2,3800,0,7600,Credit Card,Member
ORD20251120012359,2025-11-20,S005,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251120012360,2025-11-20,S005,P006,Salt Bread,Bakery,2,3800,0,7600,Credit Card,Member
ORD20251120012361,2025-11-20,S005,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251120012362,2025-11-20,S006,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251120012363,2025-11-20,S006,P006,Salt Bread,Bakery,1,3800,380,3420,Credit Card,Member
ORD20251120012364,2025-11-20,S006,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Guest
ORD20251120012365,2025-11-20,S006,P002,Cafe Latte,Beverage,1,5200,520,4680,Mobile Pay,Member
ORD20251120012366,2025-11-20,S006,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251120012367,2025-11-20,S006,P006,Salt Bread,Bakery,1,3800,380,3420,Credit Card,Member
ORD20251120012368,2025-11-20,S007,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Member
ORD20251120012369,2025-11-20,S007,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251120012370,2025-11-20,S007,P004,Strawberry Ade,Beverage,1,6500,0,6500,Mobile Pay,Guest
ORD20251120012371,2025-11-20,S007,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Member
ORD20251120012372,2025-11-20,S007,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Guest
ORD20251120012373,2025-11-20,S007,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Member
ORD20251120012374,2025-11-20,S007,P008,Basque Cheesecake,Dessert,1,6900,690,6210,Mobile Pay,Member
ORD20251120012375,2025-11-20,S007,P003,Cold Brew,Beverage,1,5800,870,4930,Credit Card,Member
ORD20251120012376,2025-11-20,S007,P003,Cold Brew,Beverage,1,5800,0,5800,Credit Card,Member
ORD20251120012377,2025-11-20,S008,P002,Cafe Latte,Beverage,1,5200,0,5200,Cash,Member
ORD20251120012378,2025-11-20,S008,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Guest
ORD20251120012379,2025-11-20,S008,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Guest
ORD20251120012380,2025-11-20,S008,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251120012381,2025-11-20,S008,P008,Basque Cheesecake,Dessert,1,6900,690,6210,Mobile Pay,Member
ORD20251120012382,2025-11-20,S008,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251120012383,2025-11-20,S008,P004,Strawberry Ade,Beverage,2,6500,0,13000,Credit Card,Member
ORD20251120012384,2025-11-20,S008,P007,Red Bean Bun,Bakery,1,3500,0,3500,Mobile Pay,Member
ORD20251120012385,2025-11-20,S008,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Guest
ORD20251120012386,2025-11-20,S008,P002,Cafe Latte,Beverage,1,5200,0,5200,Mobile Pay,Member
ORD20251120012387,2025-11-20,S009,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Guest
ORD20251120012388,2025-11-20,S009,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Member
ORD20251120012389,2025-11-20,S009,P001,Americano,Beverage,2,4500,0,9000,Mobile Pay,Guest
ORD20251120012390,2025-11-20,S009,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251120012391,2025-11-20,S009,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Member
ORD20251120012392,2025-11-20,S009,P001,Americano,Beverage,2,4500,0,9000,Credit Card,Guest
ORD20251120012393,2025-11-20,S009,P003,Cold Brew,Beverage,1,5800,580,5220,Mobile Pay,Member
ORD20251120012394,2025-11-20,S010,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251120012395,2025-11-20,S010,P008,Basque Cheesecake,Dessert,1,6900,690,6210,Mobile Pay,Member
ORD20251120012396,2025-11-20,S010,P008,Basque Cheesecake,Dessert,1,6900,0,6900,Credit Card,Guest
ORD20251120012397,2025-11-20,S010,P008,Basque Cheesecake,Dessert,1,6900,690,6210,Cash,Member
ORD20251120012398,2025-11-20,S010,P006,Salt Bread,Bakery,1,3800,380,3420,Mobile Pay,Member
ORD20251120012399,2025-11-20,S010,P003,Cold Brew,Beverage,1,5800,870,4930,Cash,Member
ORD20251120012400,2025-11-20,S010,P005,Butter Croissant,Bakery,1,4200,0,4200,Credit Card,Member
ORD20251120012401,2025-11-20,S010,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Member
ORD20251120012402,2025-11-20,S010,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Guest
ORD20251120012403,2025-11-20,S010,P006,Salt Bread,Bakery,1,3800,380,3420,Cash,Member
ORD20251120012404,2025-11-20,S010,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Guest
ORD20251120012405,2025-11-20,S011,P004,Strawberry Ade,Beverage,1,6500,0,6500,Credit Card,Member
ORD20251120012406,2025-11-20,S011,P003,Cold Brew,Beverage,1,5800,580,5220,Mobile Pay,Member
ORD20251120012407,2025-11-20,S011,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251120012408,2025-11-20,S011,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251120012409,2025-11-20,S011,P007,Red Bean Bun,Bakery,1,3500,0,3500,Mobile Pay,Guest
ORD20251120012410,2025-11-20,S011,P006,Salt Bread,Bakery,1,3800,0,3800,Credit Card,Guest
ORD20251120012411,2025-11-20,S011,P003,Cold Brew,Beverage,1,5800,580,5220,Credit Card,Member
ORD20251120012412,2025-11-20,S011,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251120012413,2025-11-20,S011,P002,Cafe Latte,Beverage,1,5200,0,5200,Credit Card,Member
ORD20251120012414,2025-11-20,S012,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Member
ORD20251120012415,2025-11-20,S012,P007,Red Bean Bun,Bakery,1,3500,350,3150,Mobile Pay,Member
ORD20251120012416,2025-11-20,S012,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Member
ORD20251120012417,2025-11-20,S012,P006,Salt Bread,Bakery,1,3800,0,3800,Mobile Pay,Guest
ORD20251120012418,2025-11-20,S012,P003,Cold Brew,Beverage,1,5800,0,5800,Mobile Pay,Guest
ORD20251120012419,2025-11-20,S012,P002,Cafe Latte,Beverage,1,5200,780,4420,Credit Card,Guest
ORD20251120012420,2025-11-20,S012,P005,Butter Croissant,Bakery,1,4200,0,4200,Mobile Pay,Guest
ORD20251120012421,2025-11-20,S012,P005,Butter Croissant,Bakery,2,4200,1260,7140,Cash,Member
ORD20251120012422,2025-11-20,S012,P004,Strawberry Ade,Beverage,1,6500,0,6500,Cash,Guest
ORD20251120012423,2025-11-20,S012,P001,Americano,Beverage,1,4500,0,4500,Credit Card,Guest
ORD20251121012424,2025-11-21,S001,P001,Americano,Beverage,1,4500,0,4500,Mobile Pay,Guest
ORD20251121012425,2025-11-21,S001,P009,Tiramisu,Dessert,2,7200,0,14400,Mobile Pay,Guest
ORD20251121012426,2025-11-21,S001,P004,Strawberry Ade,Beverage,1,6500,650,5850,Mobile Pay,Member
